ID;Catégorie d’aléa;Type d’aléa (scénario);Description aléa;Famille de risque;Exemple de risque (intitulé);Description détaillée du risque;Exemples concrets;Impacts potentiels;Mesures de prévention;Mesures de mitigation;Probabilité;Gravité;Criticité;Tags
456;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
457;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;PCA, télétravail, restrictions
458;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;PCA, télétravail, restrictions
459;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
460;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
461;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
462;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
463;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
464;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
465;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
466;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
467;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
468;Médico-sanitaire;Pandémie;Crise sanitaire majeure;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Pandémie » (Médico-sanitaire). Crise sanitaire majeure. Points sensibles : PCA, télétravail, restrictions.;Exemple : Pandémie → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;PCA, télétravail, restrictions
469;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
470;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
471;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
472;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
473;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
474;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
475;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;ruptures appro, restrictions
476;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;ruptures appro, restrictions
477;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
478;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
479;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
480;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
481;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Géopolitique / institutionnel;Intervention de l’État / autorités (préfecture, inspection, régulateur);Intervention de l’État / autorités (préfecture, inspection, régulateur) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → intervention de l’état / autorités (préfecture, inspection, régulateur) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
482;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Géopolitique / institutionnel;Priorisation nationale des ressources (énergie, santé, sécurité);Priorisation nationale des ressources (énergie, santé, sécurité) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → priorisation nationale des ressources (énergie, santé, sécurité) (ex. décisions immédiates, coordination, reprise).;Injonctions, contrôles, arbitrages publics, priorisation ressources.;Veille institutionnelle, carto parties prenantes, protocoles autorités.;Coordination préf/mairie/régulateurs, demandes de moyens publics.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
483;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Informatique / numérique;Perte du SI local (supervision, communications, annuaire, outils métier);Perte du SI local (supervision, communications, annuaire, outils métier) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → perte du si local (supervision, communications, annuaire, outils métier) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
484;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Informatique / numérique;Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS);Cyberattaque opportuniste pendant la crise (phishing, ransom, DDoS) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → cyberattaque opportuniste pendant la crise (phishing, ransom, ddos) (ex. décisions immédiates, coordination, reprise).;Perte outils, rupture communications, fuite info.;Segmentation, sauvegardes, redondance télécom, procédures hors-ligne.;Mode dégradé, restauration, canaux alternatifs, contrôle intégrité.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
485;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Défaillance / résilience;Effet domino multi-réseaux (énergie + télécom + eau);Effet domino multi-réseaux (énergie + télécom + eau) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → effet domino multi-réseaux (énergie + télécom + eau) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
486;Médico-sanitaire;Épizootie;Maladie animale affectant chaîne;Défaillance / résilience;Défaillance d’un acteur clé (prestataire, fournisseur, opérateur);Défaillance d’un acteur clé (prestataire, fournisseur, opérateur) — Dans le contexte « Épizootie » (Médico-sanitaire). Maladie animale affectant chaîne. Points sensibles : ruptures appro, restrictions.;Exemple : Épizootie → défaillance d’un acteur clé (prestataire, fournisseur, opérateur) (ex. décisions immédiates, coordination, reprise).;Domino multi-systèmes, crise prolongée, défaillance gouvernance.;Tests de résilience, exercices multi-crises, cartographie dépendances.;Limiter le domino, renforcer gouvernance, cellules spécialisées, REX.;Moyenne;Élevée;Moyenne;ruptures appro, restrictions
487;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Opérationnel;Arrêt immédiat des activités et sécurisation du périmètre;Arrêt immédiat des activités et sécurisation du périmètre — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → arrêt immédiat des activités et sécurisation du périmètre (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
488;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Opérationnel;Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires);Désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → désorganisation de la coordination multi-acteurs (secours, autorités, partenaires) (ex. décisions immédiates, coordination, reprise).;Arrêt/retards, mode dégradé, impacts usagers/clients.;PCA/PRA, procédures mode dégradé, exercices réguliers, annuaire crise.;Arrêt sécurisé, priorisation activités, cellule terrain, points de situation.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
489;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Industriel / technique;Destruction d’ouvrages ou d’équipements critiques;Destruction d’ouvrages ou d’équipements critiques — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → destruction d’ouvrages ou d’équipements critiques (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
490;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Industriel / technique;Déclenchement de sécurités et arrêt automatique des systèmes;Déclenchement de sécurités et arrêt automatique des systèmes — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → déclenchement de sécurités et arrêt automatique des systèmes (ex. décisions immédiates, coordination, reprise).;Dommages matériels, risques de sur-accident, indisponibilité d’équipements.;Maintenance préventive, inspections, redondances techniques, permis de travail.;Mise en sécurité, réparations, expertises, reprise sous conditions.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
491;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Ressources humaines;Traumatisme des équipes et stress post-évènement (RPS);Traumatisme des équipes et stress post-évènement (RPS) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → traumatisme des équipes et stress post-évènement (rps) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
492;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Ressources humaines;Exposition à des risques physiques (chaleur, fumées, toxiques);Exposition à des risques physiques (chaleur, fumées, toxiques) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → exposition à des risques physiques (chaleur, fumées, toxiques) (ex. décisions immédiates, coordination, reprise).;Choc, fatigue, absentéisme, tensions sociales.;Prévention RPS, formation managers, rotations astreinte, culture Stop Work.;Soutien psychologique, communication interne, renforts, repos imposé.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
493;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Juridique / conformité;Mise en cause pénale (accident grave, mise en danger, pollution);Mise en cause pénale (accident grave, mise en danger, pollution) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → mise en cause pénale (accident grave, mise en danger, pollution) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;évacuation, prise en charge
494;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Juridique / conformité;Contentieux contractuels (pénalités, retards, responsabilités);Contentieux contractuels (pénalités, retards, responsabilités) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → contentieux contractuels (pénalités, retards, responsabilités) (ex. décisions immédiates, coordination, reprise).;Enquêtes, obligations, contentieux, sanctions.;Veille réglementaire, audits, plans de prévention, conservation des preuves.;Déclarations, interface autorités, stratégie contentieuse, documentation.;Moyenne;Critique;Élevée;évacuation, prise en charge
495;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Financier;Coûts de réparation et de remise en état (ouvrages, équipements);Coûts de réparation et de remise en état (ouvrages, équipements) — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → coûts de réparation et de remise en état (ouvrages, équipements) (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
496;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Financier;Hausse des primes, franchises et difficultés d’assurabilité;Hausse des primes, franchises et difficultés d’assurabilité — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → hausse des primes, franchises et difficultés d’assurabilité (ex. décisions immédiates, coordination, reprise).;Pertes d’exploitation, coûts de remise en état, hausse primes/franchises.;Assurances adaptées, budgets d’urgence, suivi trésorerie, clauses contractuelles.;Activation fonds d’urgence, suivi coûts, déclaration assureur, mitigation pénalités.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
497;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Image / réputation;Médiatisation nationale / locale et perte de confiance;Médiatisation nationale / locale et perte de confiance — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → médiatisation nationale / locale et perte de confiance (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
498;Médico-sanitaire;Intoxication;Intoxication alimentaire ou chimique;Image / réputation;Perception d’impréparation ou de manque de transparence;Perception d’impréparation ou de manque de transparence — Dans le contexte « Intoxication » (Médico-sanitaire). Intoxication alimentaire ou chimique. Points sensibles : évacuation, prise en charge.;Exemple : Intoxication → perception d’impréparation ou de manque de transparence (ex. décisions immédiates, coordination, reprise).;Perte de confiance, pression médiatique, rumeurs.;Veille médias, porte-parole, éléments de langage, charte RS.;Communication factuelle/empathetic, lutte rumeurs, coordination autorités.;Moyenne;Élevée;Moyenne;évacuation, prise en charge
